,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
49034,420071,Self Regional Healthcare,1325 Spring Street,Greenwood,SC,29646,SC - Columbia,5302,Level 2 Upper GI Procedures,22.0,23,8983.57782608695,1290.8452173913,1028.22260869565
49073,420073,Lexington Medical Center,2720 Sunset Blvd,West Columbia,SC,29169,SC - Columbia,5302,Level 2 Upper GI Procedures,190.0,220,6965.59890909091,1166.99145454545,927.159318181822
49112,420078,Ghs Greenville Memorial Hospital,701 Grove Rd,Greenville,SC,29605,SC - Greenville,5302,Level 2 Upper GI Procedures,335.0,380,8671.83923684213,1214.12765789474,958.841157894734
49158,420079,Trident Medical Center,9330 Medical Plaza Dr,Charleston,SC,29406,SC - Charleston,5302,Level 2 Upper GI Procedures,76.0,85,11812.0235294117,1168.88294117647,921.750588235295
49187,420080,Hilton Head Regional Medical Center,25 Hospital Center Blvd,Hilton Head Island,SC,29925,GA - Savannah,5302,Level 2 Upper GI Procedures,41.0,48,9722.21166666666,1171.03124999999,927.666458333333
49210,420082,Aiken Regional Medical Center,302 University Parkway,Aiken,SC,29801,GA - Augusta,5302,Level 2 Upper GI Procedures,53.0,62,8211.10677419354,1205.26999999999,960.300000000001
49228,420083,Mary Black Health System Spartanburg,1700 Skylyn Dr Po Box 3217,Spartanburg,SC,29307,SC - Spartanburg,5302,Level 2 Upper GI Procedures,30.0,36,8797.00138888888,1228.04,978.44
49264,420085,Grand Strand Regional Medical Center,809 82nd Parkway,Myrtle Beach,SC,29572,SC - Charleston,5302,Level 2 Upper GI Procedures,36.0,45,15549.0626666666,1207.46511111111,958.801777777778
49292,420086,Palmetto Health Baptist,1330 Taylor At Marion St,Columbia,SC,29220,SC - Columbia,5302,Level 2 Upper GI Procedures,38.0,43,6248.78837209302,1178.79,939.2
49328,420087,Roper Hospital,316 Calhoun St,Charleston,SC,29401,SC - Charleston,5302,Level 2 Upper GI Procedures,32.0,36,5267.00277777777,1214.43,966.602777777777
49350,420089,East Cooper Medical Center,2000 Hospital Dr,Mount Pleasant,SC,29464,SC - Charleston,5302,Level 2 Upper GI Procedures,11.0,12,8967.91333333333,1214.41,967.58
49379,420091,Carolinas Hospital System,805 Pamplico Hwy Box 100550,Florence,SC,29505,SC - Florence,5302,Level 2 Upper GI Procedures,89.0,107,23746.2355140186,1141.24626168224,902.672429906543
49402,420098,Tidelands Waccamaw Community Hospital,4070 Highway 17 Bypass Po Drawer 3350,Murrells Inlet,SC,29576,SC - Charleston,5302,Level 2 Upper GI Procedures,46.0,52,7680.0144230769,1147.37634615384,910.536346153846
49420,420101,Coastal Carolina Hospital,1000 Medical Center Drive,Hardeeville,SC,29927,GA - Savannah,5302,Level 2 Upper GI Procedures,27.0,28,10079.9725,1156.88642857142,914.856428571428
49447,420103,Pelham Medical Center,250 Westmoreland Road,Greer,SC,29651,SC - Greenville,5302,Level 2 Upper GI Procedures,,13,10727.96,1228.04,978.44
49482,420105,Mcleod Loris  Hospital,3655 Mitchell Street,Loris,SC,29569,SC - Florence,5302,Level 2 Upper GI Procedures,36.0,41,9035.76024390244,1171.80853658536,932.208292682927
49514,420107,Mcleod Health Cheraw,711 Chesterfield Highway,Cheraw,SC,29520,SC - Florence,5302,Level 2 Upper GI Procedures,13.0,17,6766.94117647059,1173.04,934.62
49539,430005,Prairie Lakes Hospital,401 9th Avenue Nw  Post Office Box 1210,Watertown,SD,57201,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,11.0,17,4063.45647058823,1406.73,1120.81
49553,430008,Brookings Health System,300 22nd Ave,Brookings,SD,57006,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,18.0,27,4850.78259259259,1406.83814814814,1115.49592592592
49574,430012,Avera Sacred Heart Hospital,501 Summit St,Yankton,SD,57078,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,13.0,16,7395.56,1406.73,1120.81
49591,430013,Avera Queen Of Peace,525 N Foster,Mitchell,SD,57301,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,26.0,26,7800.81461538461,1406.79423076923,1117.65192307692
49657,430016,Avera Mckennan Hospital & University Health Center,1325 S Cliff Ave  Post Office Box 5045,Sioux Falls,SD,57117,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,485.0,571,7560.65817863397,1305.38742556915,1037.70532399299
49703,430027,Sanford Usd Medical Center,1305 W 18th St  Post Office Box 5039,Sioux Falls,SD,57117,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,279.0,373,9197.34697050935,1313.50201072384,1044.93294906166
49732,430048,Regional Health Spearfish Hospital,1440 N Main St,Spearfish,SD,57783,SD - Rapid City,5302,Level 2 Upper GI Procedures,51.0,56,5180.94178571428,1406.78232142857,1118.23303571428
49759,430077,Regional Health Rapid City Hospital,353 Fairmont Blvd  Post Office Box 6000,Rapid City,SD,57701,SD - Rapid City,5302,Level 2 Upper GI Procedures,113.0,127,5399.28944881889,1360.49881889763,1082.39842519685
49777,430089,Dunes Surgical Hospital,600 N Sioux Point Road,Dakota Dunes,SD,57049,IA - Sioux City,5302,Level 2 Upper GI Procedures,16.0,26,3596.61538461538,1313.47,1046.5
49801,430090,Sioux Falls Specialty Hospital Llp,910 East 20th Street,Sioux Falls,SD,57105,SD - Sioux Falls,5302,Level 2 Upper GI Procedures,12.0,14,7880.37642857143,1313.47,1046.5
49886,440002,Jackson-Madison County General Hospital,620 Skyline Drive,Jackson,TN,38301,TN - Jackson,5302,Level 2 Upper GI Procedures,202.0,232,5687.43568965517,1141.08668103448,899.775086206901
49917,440003,Sumner Regional Medical Center,555 Hartsville Pike,Gallatin,TN,37066,TN - Nashville,5302,Level 2 Upper GI Procedures,103.0,114,7458.73263157892,1223.4548245614,968.390614035087
49935,440006,Tristar Skyline Medical Center,3441 Dickerson Pike,Nashville,TN,37207,TN - Nashville,5302,Level 2 Upper GI Procedures,13.0,15,14899.4366666666,1248.62,994.84
49959,440009,Cumberland Medical Center,421 S Main St,Crossville,TN,38555,TN - Nashville,5302,Level 2 Upper GI Procedures,40.0,45,4132.92,1152.66355555555,914.163555555555
49989,440011,Blount Memorial Hospital,907 E Lamar Alexander Parkway,Maryville,TN,37804,TN - Knoxville,5302,Level 2 Upper GI Procedures,20.0,22,7205.88636363636,1095.64,872.95
50015,440012,Wellmont Bristol Regional Medical Center,One Medical Park Blvd,Bristol,TN,37620,TN - Kingsport,5302,Level 2 Upper GI Procedures,65.0,74,5267.55891891891,1066.87797297297,835.756486486485
50049,440015,University Of Tn Medical Center (The),1924 Alcoa Highway,Knoxville,TN,37920,TN - Knoxville,5302,Level 2 Upper GI Procedures,250.0,274,6824.34189781022,1050.73218978102,827.666970802923
50094,440017,Wellmont Holston Valley Medical Center,130 West Ravine Road,Kingsport,TN,37662,TN - Kingsport,5302,Level 2 Upper GI Procedures,169.0,198,3905.19464646464,1074.55015151515,848.947424242424
50108,440018,Sycamore Shoals Hospital,1501 West Elk Avenue,Elizabethton,TN,37643,TN - Johnson City,5302,Level 2 Upper GI Procedures,24.0,24,12956.4166666666,1095.64,872.95
50124,440025,"Laughlin Memorial Hospital, Inc",1420 Tusculum Blvd,Greeneville,TN,37745,TN - Knoxville,5302,Level 2 Upper GI Procedures,57.0,62,3983.86693548387,1166.99516129032,923.545161290324
50146,440029,Williamson Medical Center,4321 Carothers Parkway,Franklin,TN,37067,TN - Nashville,5302,Level 2 Upper GI Procedures,16.0,18,5393.22111111111,1248.62,994.84
50167,440030,Morristown Hamblen Hospital Association,908 W 4th North St,Morristown,TN,37814,TN - Knoxville,5302,Level 2 Upper GI Procedures,44.0,49,4016.23020408163,1095.64,872.95
50183,440031,Roane Medical Center,8045 Roane Medical Center Drive,Harriman,TN,37748,TN - Knoxville,5302,Level 2 Upper GI Procedures,24.0,25,4414.0704,1060.7448,836.916
50190,440033,Tennova Healthcare-Lafollett Medical Center,923 East Central Avenue,La Follette,TN,37766,TN - Knoxville,5302,Level 2 Upper GI Procedures,12.0,17,7784.80411764706,1123.09882352941,894.828823529412
50210,440034,Methodist Medical Center Of Oak Ridge,990 Oak Ridge Turnpike Box 529,Oak Ridge,TN,37830,TN - Knoxville,5302,Level 2 Upper GI Procedures,87.0,101,4261.40594059406,1087.58366336633,864.893663366334
50234,440035,Tennova Healthcare-Clarksville,651 Dunlop Lane,Clarksville,TN,37040,TN - Nashville,5302,Level 2 Upper GI Procedures,63.0,68,11128.5911764705,1200.57088235294,950.700882352941
50269,440039,Vanderbilt University Medical Center,1211 Medical Center Drive,Nashville,TN,37232,TN - Nashville,5302,Level 2 Upper GI Procedures,477.0,623,7120.82404494383,1205.62054574638,958.820642054579
50304,440046,Tristar Horizon Medical Center,111 Highway 70 East,Dickson,TN,37055,TN - Nashville,5302,Level 2 Upper GI Procedures,12.0,13,13325.1392307692,1095.56769230769,841.787692307692
50336,440048,Baptist Memorial Hospital,6019 Walnut Grove Road,Memphis,TN,38120,TN - Memphis,5302,Level 2 Upper GI Procedures,173.0,181,6565.94375690607,1189.1773480663,942.264033149171
50380,440049,Methodist Healthcare Memphis Hospitals,1265 Union Ave Suite 700,Memphis,TN,38104,TN - Memphis,5302,Level 2 Upper GI Procedures,288.0,322,7386.17105590062,1182.47055900621,936.690434782608
50405,440050,Takoma Regional Hospital,401 Takoma Ave,Greeneville,TN,37743,TN - Knoxville,5302,Level 2 Upper GI Procedures,44.0,52,5311.44557692307,1096.64634615384,870.950961538461
50426,440053,Saint Thomas Rutherford Hospital,1700 Medical Center Parkway,Murfreesboro,TN,37129,TN - Nashville,5302,Level 2 Upper GI Procedures,50.0,55,10690.859090909,1248.62,994.839999999998
50443,440057,Claiborne Medical Center,1850 Old Knoxville Highway,Tazewell,TN,37879,TN - Knoxville,5302,Level 2 Upper GI Procedures,17.0,20,4011.375,1102.5745,870.811
50454,440058,Southern Tennessee Regional Hlth System Winchester,185 Hospital Road,Winchester,TN,37398,TN - Nashville,5302,Level 2 Upper GI Procedures,26.0,31,8321.95709677419,1134.64548387096,891.525483870967
50482,440059,Cookeville Regional Medical Center,1 Medical Center Boulevard,Cookeville,TN,38501,TN - Nashville,5302,Level 2 Upper GI Procedures,130.0,151,6102.80463576159,1229.39940397351,978.559867549669
50496,440060,Milan General Hospital,4039 Highland St,Milan,TN,38358,TN - Jackson,5302,Level 2 Upper GI Procedures,81.0,87,6659.94735632184,1075.57218390804,852.882183908045
50499,440061,Tennova Healthcare-Volunteer Martin,161 Mount Pelia Rd,Martin,TN,38237,TN - Jackson,5302,Level 2 Upper GI Procedures,12.0,12,12498.8891666666,1098.08,874.89
50521,440063,Johnson City Medical Center,400 N State Of Franklin Rd,Johnson City,TN,37604,TN - Johnson City,5302,Level 2 Upper GI Procedures,34.0,36,13569.75,1095.64,872.95
50536,440065,Northcrest Medical Center,100 Northcrest Drive,Springfield,TN,37172,TN - Nashville,5302,Level 2 Upper GI Procedures,26.0,29,6493.11206896551,1248.62,994.84
50553,440067,Lakeway Regional Hospital,726 Mcfarland St,Morristown,TN,37814,TN - Knoxville,5302,Level 2 Upper GI Procedures,12.0,13,9754.00538461538,975.274615384615,751.356923076923
50568,440068,Starr Regional Medical Center Athens,1114 W Madison Ave,Athens,TN,37371,TN - Knoxville,5302,Level 2 Upper GI Procedures,24.0,25,9003.3228,1171.3184,911.8752
50585,440072,Tennova Healthcare-Dyersburg Regional,400 Tickle St,Dyersburg,TN,38024,TN - Memphis,5302,Level 2 Upper GI Procedures,26.0,31,10113.3641935483,1143.28064516129,904.78064516129
50612,440073,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,TN - Nashville,5302,Level 2 Upper GI Procedures,209.0,254,4928.17677165354,1229.63913385826,973.600787401571
50660,440082,Saint Thomas West Hospital,"4220 Harding Rd, Po Box 380",Nashville,TN,37205,TN - Nashville,5302,Level 2 Upper GI Procedures,189.0,207,6350.16400966183,1224.59004830917,970.810048309174
50674,440083,Tennova Healthcare - Jamestown,436 Central Avenue West,Jamestown,TN,38556,TN - Nashville,5302,Level 2 Upper GI Procedures,16.0,18,7561.02222222222,1046.24944444444,833.596111111111
50679,440084,Sweetwater Hospital Association,304 Wright St,Sweetwater,TN,37874,TN - Knoxville,5302,Level 2 Upper GI Procedures,16.0,29,5939.30655172413,1102.98,878.8
50708,440091,"Memorial Healthcare System, Inc",2525 Desales Ave,Chattanooga,TN,37404,TN - Chattanooga,5302,Level 2 Upper GI Procedures,315.0,373,8702.9178820375,1198.66281501341,951.925388739949
50731,440102,Lincoln Medical Center,106 Medical Center Blvd,Fayetteville,TN,37334,AL - Huntsville,5302,Level 2 Upper GI Procedures,21.0,22,5438.22590909091,1031.2709090909,805.290909090909
50753,440104,Erlanger Medical Center,975 E 3rd St,Chattanooga,TN,37403,TN - Chattanooga,5302,Level 2 Upper GI Procedures,109.0,132,7929.39454545454,1210.78507575757,964.441136363636
50776,440109,Hardin Medical Center,935 Wayne Road,Savannah,TN,38372,TN - Memphis,5302,Level 2 Upper GI Procedures,14.0,14,7250.14285714285,1095.64,872.95
50785,440110,Fort Loudon Medical Center,550 Fort Loudon Medical Center Dr,Lenoir City,TN,37772,TN - Knoxville,5302,Level 2 Upper GI Procedures,14.0,17,4949.97588235294,1044.29,821.6
50790,440111,Metro Nashville General Hospital,1818 Albion Street,Nashville,TN,37208,TN - Nashville,5302,Level 2 Upper GI Procedures,11.0,12,4488.7875,1248.62,994.84
50818,440120,Tennova Healthcare,900 East Oak Hill Avenue,Knoxville,TN,37917,TN - Knoxville,5302,Level 2 Upper GI Procedures,171.0,198,16543.2866666666,1062.15904040404,839.433737373737
50854,440125,Fort Sanders Regional Medical Center,1901 W Clinch Ave,Knoxville,TN,37916,TN - Knoxville,5302,Level 2 Upper GI Procedures,109.0,151,5788.70218543046,1095.64,872.95
50873,440130,Baptist Memorial Hospital Union City,"1201 Bishop St, Po Box 310",Union City,TN,38261,TN - Memphis,5302,Level 2 Upper GI Procedures,,11,6626.08909090909,1146.71,913.64
50889,440132,Henry County Medical Center,301 Tyson Av,Paris,TN,38242,TN - Jackson,5302,Level 2 Upper GI Procedures,91.0,94,4146.58340425532,1060.05063829787,835.80319148936
50923,440133,Saint Thomas Midtown Hospital,2000 Church St,Nashville,TN,37236,TN - Nashville,5302,Level 2 Upper GI Procedures,76.0,98,8420.00918367347,1238.46857142857,984.688571428569
50950,440144,Tennova Healthcare-Harton,1801 N Jackson St Box 460,Tullahoma,TN,37388,TN - Nashville,5302,Level 2 Upper GI Procedures,17.0,20,14810.8525,1229.38,979.51
50977,440150,Tristar Summit Medical Center,5655 Frist Blvd,Hermitage,TN,37076,TN - Nashville,5302,Level 2 Upper GI Procedures,16.0,21,11958.9795238095,1159.03095238095,905.250952380952
51022,440156,Parkridge Medical Center,2333 Mccallie Ave,Chattanooga,TN,37404,TN - Chattanooga,5302,Level 2 Upper GI Procedures,37.0,40,15236.31425,1186.76075,935.789
51056,440161,Tristar Centennial Medical Center,2300 Patterson Street,Nashville,TN,37203,TN - Nashville,5302,Level 2 Upper GI Procedures,151.0,170,11861.7293529411,1207.656,953.876
51101,440173,Parkwest Medical Center,9352 Park West Blvd,Knoxville,TN,37923,TN - Knoxville,5302,Level 2 Upper GI Procedures,42.0,47,4422.14893617021,1084.79957446808,857.055531914893
51118,440175,Southern Tennessee Regional Health System Lawrence,Hwy 43 S Box 847,Lawrenceburg,TN,38464,TN - Nashville,5302,Level 2 Upper GI Procedures,46.0,49,4714.46734693877,1209.47632653061,955.294489795918
51206,440185,Tennova Healthcare-Cleveland,2305 Chambliss Ave Nw,Cleveland,TN,37311,TN - Chattanooga,5302,Level 2 Upper GI Procedures,32.0,36,18695.4538888888,1063.97388888888,820.619166666666
51245,440192,Saint Thomas Highlands Hospital,401 Sewell Dr,Sparta,TN,38583,TN - Nashville,5302,Level 2 Upper GI Procedures,12.0,12,8430.25833333333,1229.38,979.51
51257,440193,Tennova Healthcare-Lebanon,1411 Baddour Parkway,Lebanon,TN,37087,TN - Nashville,5302,Level 2 Upper GI Procedures,29.0,30,17455.66,1182.29733333333,928.517333333333
51274,440194,Tristar Hendersonville Medical Center,355 New Shackle Island Rd,Hendersonville,TN,37075,TN - Nashville,5302,Level 2 Upper GI Procedures,85.0,92,15882.3398913043,1142.07652173913,886.705217391302
51288,440197,Tristar Southern Hills Medical Center,391 Wallace Rd,Nashville,TN,37211,TN - Nashville,5302,Level 2 Upper GI Procedures,44.0,49,20273.7520408163,1228.33632653061,973.597142857143
51305,440227,Tristar Stonecrest Medical Center,200 Stonecrest Boulevard,Smyrna,TN,37167,TN - Nashville,5302,Level 2 Upper GI Procedures,47.0,51,12777.0380392156,1170.59333333333,916.813333333333
51338,450002,The Hospitals Of Providence Memorial Campus,2001 N Oregon St,El Paso,TX,79902,TX - El Paso,5302,Level 2 Upper GI Procedures,28.0,32,9981.92625,1134.009375,897.0053125
51361,450007,Peterson Regional Medical Center,551 Hill Country Drive,Kerrville,TX,78028,TX - San Antonio,5302,Level 2 Upper GI Procedures,381.0,454,6822.75350220264,1191.80700440527,946.506784140967
51396,450010,United Regional Health Care System,1600 11th Street,Wichita Falls,TX,76301,TX - Wichita Falls,5302,Level 2 Upper GI Procedures,63.0,67,9409.76044776121,1214.37343283582,962.908358208956
51425,450011,St Joseph Regional Health Center,2801 Franciscan Dr,Bryan,TX,77802,TX - Bryan,5302,Level 2 Upper GI Procedures,40.0,46,20862.5178260869,1132.99,885.57
51452,450015,Parkland Health And Hospital System,5200 Harry Hines Blvd,Dallas,TX,75235,TX - Dallas,5302,Level 2 Upper GI Procedures,35.0,36,12609.9286111111,1297.3325,1029.02027777777
51485,450018,University Of Texas Medical Branch,301 University Boulevard,Galveston,TX,77555,TX - Houston,5302,Level 2 Upper GI Procedures,118.0,133,10379.5257894736,1286.13,1024.72
51517,450021,Baylor University Medical Center,3500 Gaston Ave,Dallas,TX,75246,TX - Dallas,5302,Level 2 Upper GI Procedures,589.0,749,7306.71245660874,1278.51544726301,1013.18415220292
51546,450023,Citizens Medical Center,2701 Hospital Drive,Victoria,TX,77901,TX - Victoria,5302,Level 2 Upper GI Procedures,29.0,32,7199.8046875,1151.205,916.1496875
51558,450024,University Medical Center Of El Paso,4815 Alameda Ave,El Paso,TX,79905,TX - El Paso,5302,Level 2 Upper GI Procedures,123.0,137,6512.39496350362,1154.19722627737,916.877226277372
51579,450028,Valley Baptist Medical Center- Brownsville,1040 W Jefferson St,Brownsville,TX,78520,TX - Harlingen,5302,Level 2 Upper GI Procedures,33.0,38,10104.5057894736,1178.45210526315,928.369736842105
51596,450029,Laredo Medical Center,1700 East Saunders,Laredo,TX,78044,TX - San Antonio,5302,Level 2 Upper GI Procedures,27.0,33,14987.6087878787,1120.25515151515,892.558181818181
51620,450032,Christus Good Shepherd Medical Center Marshall,811 S Washington,Marshall,TX,75670,LA - Shreveport,5302,Level 2 Upper GI Procedures,102.0,110,7296.76872727271,1125.66945454545,893.077818181818
51646,450033,Vhs Harlingen Hospital Company Llc,2101 Pease St,Harlingen,TX,78550,TX - Harlingen,5302,Level 2 Upper GI Procedures,60.0,79,10713.1379746835,1166.38392405063,925.557594936709
51672,450034,Christus Southeast Texas- St Elizabeth,2830 Calder Avenue,Beaumont,TX,77702,TX - Beaumont,5302,Level 2 Upper GI Procedures,46.0,53,8832.25433962264,1266.79566037735,1005.38566037735
51695,450035,St Joseph Medical Center,1401 St. Joseph Parkway,Houston,TX,77002,TX - Houston,5302,Level 2 Upper GI Procedures,20.0,22,10830.4231818181,1214.20272727272,952.713636363636
51717,450037,Christus Good Shepherd Medical Center- Longview,700 East Marshall Avenue,Longview,TX,75601,TX - Longview,5302,Level 2 Upper GI Procedures,16.0,16,8460.963125,1125.2325,896.53
51745,450039,Jps Health Network,1500 S Main St,Fort Worth,TX,76104,TX - Fort Worth,5302,Level 2 Upper GI Procedures,63.0,81,7500.08814814815,1271.58567901234,1010.0161728395
51777,450040,Covenant Medical Center,3615 19th Street,Lubbock,TX,79410,TX - Lubbock,5302,Level 2 Upper GI Procedures,222.0,255,19258.3734117646,1184.62811764705,939.284078431368
51815,450042,Providence Health Center,6901 Medical Parkway,Waco,TX,76712,TX - Waco,5302,Level 2 Upper GI Procedures,84.0,97,5489.45515463917,1230.3106185567,978.1806185567
51848,450044,Ut Southwestern University Hospital,6201 Harry Hines Blvd,Dallas,TX,75390,TX - Dallas,5302,Level 2 Upper GI Procedures,221.0,263,6490.77285171102,1114.65163498098,883.891178707228
51889,450046,Christus Spohn Hospital Corpus Christi,600 Elizabeth Street,Corpus Christi,TX,78404,TX - Corpus Christi,5302,Level 2 Upper GI Procedures,79.0,92,7424.33695652175,1175.39239130434,934.572391304346
51923,450051,Methodist Dallas Medical Center,1441 North Beckley Avenue,Dallas,TX,75203,TX - Dallas,5302,Level 2 Upper GI Procedures,185.0,226,10363.199778761,1283.52287610619,1019.85004424779
51959,450054,Scott & White Medical Center - Temple,2401 S  31st St,Temple,TX,76508,TX - Temple,5302,Level 2 Upper GI Procedures,306.0,361,6927.82077562324,1256.16238227147,996.691468144047
52007,450056,Seton Medical Center Austin,1201 W 38th St,Austin,TX,78705,TX - Austin,5302,Level 2 Upper GI Procedures,90.0,110,7828.43581818181,1257.25918181818,997.469909090909
52047,450058,Baptist Medical Center,111 Dallas Street,San Antonio,TX,78205,TX - San Antonio,5302,Level 2 Upper GI Procedures,233.0,260,14883.0011153846,1184.29161538461,936.008884615388
52077,450064,Texas Health Arlington Memorial Hospital,800 W Randol Mill Rd,Arlington,TX,76012,TX - Fort Worth,5302,Level 2 Upper GI Procedures,93.0,96,8432.50239583332,1262.10677083333,999.2965625
52106,450068,Memorial Hermann Texas Medical Center,6411 Fannin,Houston,TX,77030,TX - Houston,5302,Level 2 Upper GI Procedures,215.0,240,23350.6560416666,1249.13391666667,985.302916666666
52158,450076,"University Of Texas M D Anderson Cancer Center,the",1515 Holcombe Blvd,Houston,TX,77030,TX - Houston,5302,Level 2 Upper GI Procedures,596.0,851,11562.3759929497,1268.63363102232,1009.03861339598
52192,450079,Baylor Medical Center At Irving,1901 N Macarthur Blvd,Irving,TX,75061,TX - Dallas,5302,Level 2 Upper GI Procedures,34.0,34,9772.19411764705,1210.34852941176,942.372647058823
52235,450083,East Texas Medical Center,1000 South Beckham Street,Tyler,TX,75701,TX - Tyler,5302,Level 2 Upper GI Procedures,109.0,121,11903.3366115702,1157.09578512396,917.485785123967
52265,450087,Medical City North Hills,4401 Booth Calloway Road,North Richland Hills,TX,76180,TX - Fort Worth,5302,Level 2 Upper GI Procedures,51.0,57,14626.5052631578,1283.37,1022.51999999999
52275,450090,North Texas Medical Center,1900 Hospital Blvd,Gainesville,TX,76240,TX - Dallas,5302,Level 2 Upper GI Procedures,24.0,26,10200.3126923076,1277.78269230769,1012.46192307692
52285,450092,Fort Duncan Medical Center,3333 N Foster Maldonado Blvd,Eagle Pass,TX,78852,TX - San Antonio,5302,Level 2 Upper GI Procedures,16.0,16,9071.59375,1218.25,970.64
52305,450097,Bayshore Medical Center,4000 Spencer Hwy,Pasadena,TX,77504,TX - Houston,5302,Level 2 Upper GI Procedures,27.0,30,14746.9,1219.51833333333,955.555666666666
52341,450101,Baylor Scott & White Medical Center Hillcrest,100 Hillcrest Medical Blvd,Waco,TX,76712,TX - Waco,5302,Level 2 Upper GI Procedures,96.0,99,7764.07333333335,1240.56727272727,985.075252525251
52380,450102,Christus Mother Frances Hospital,800 East Dawson,Tyler,TX,75701,TX - Tyler,5302,Level 2 Upper GI Procedures,394.0,458,15196.6063755458,1169.40013100436,929.700305676862
52410,450104,Guadalupe Regional Medical Center,1215 E Court St,Seguin,TX,78155,TX - San Antonio,5302,Level 2 Upper GI Procedures,44.0,48,3914.56395833333,1204.48,959.669999999998
52438,450107,Las Palmas Medical Center,1801 North Oregon Street,El Paso,TX,79902,TX - El Paso,5302,Level 2 Upper GI Procedures,35.0,36,12901.5455555555,1158.52611111111,915.301666666666
52448,450108,Connally Memorial Medical Center,499 10th Street,Floresville,TX,78114,TX - San Antonio,5302,Level 2 Upper GI Procedures,47.0,49,12701.8581632653,1165.31326530612,920.335918367345
52465,450119,South Texas Health System,1102 W Trenton Road,Edinburg,TX,78539,TX - Mcallen,5302,Level 2 Upper GI Procedures,25.0,31,20020.0322580645,1137.49,906.29
52477,450124,Dell Seton  Med Center At The University Of Tx,601 E 15th Street,Austin,TX,78701,TX - Austin,5302,Level 2 Upper GI Procedures,11.0,11,6187.79545454545,1275.87272727272,1009.40636363636
52493,450128,Knapp Medical Center,1401 East Eight Street,Weslaco,TX,78596,TX - Harlingen,5302,Level 2 Upper GI Procedures,16.0,17,4917.5594117647,1157.9,922.55
52509,450130,Nix Health Care System,"414 Navarro, Suite 600",San Antonio,TX,78205,TX - San Antonio,5302,Level 2 Upper GI Procedures,,11,5169.21363636363,1204.48,959.67
52534,450132,Medical Center Hospital,500 W 4th Street,Odessa,TX,79761,TX - Odessa,5302,Level 2 Upper GI Procedures,41.0,49,7422.10224489796,1230.4606122449,977.85448979592
52559,450133,Midland Memorial Hospital,400 Rosalind Redfern Grover Parkway,Midland,TX,79701,TX - Odessa,5302,Level 2 Upper GI Procedures,102.0,118,8328.37152542372,1217.49966101694,958.067711864407
52594,450135,Texas Health Harris Methodist Fort Worth,1301 Pennsylvania Avenue,Fort Worth,TX,76104,TX - Fort Worth,5302,Level 2 Upper GI Procedures,131.0,148,7836.66716216216,1262.64324324324,1001.79324324324
52621,450137,Baylor Scott And White All Saints Medical Center,1400 Eighth Ave,Fort Worth,TX,76104,TX - Fort Worth,5302,Level 2 Upper GI Procedures,143.0,176,9839.02954545454,1238.28926136363,972.781136363636
52651,450147,Detar Healthcare System,506 E San Antonio St,Victoria,TX,77902,TX - Victoria,5302,Level 2 Upper GI Procedures,30.0,35,17720.7631428571,1168.79,931.23
52676,450152,Metroplex Hospital,2201 S Clear Creek Road,Killeen,TX,76542,TX - Temple,5302,Level 2 Upper GI Procedures,50.0,57,6193.32105263156,1238.38105263157,983.080350877194
52688,450154,Val Verde Regional Medical Center,801 Bedell Ave,Del Rio,TX,78840,TX - San Antonio,5302,Level 2 Upper GI Procedures,16.0,17,5645.14705882353,1182.52529411764,936.92
52700,450162,Grace Medical Center,2412 50th St,Lubbock,TX,79412,TX - Lubbock,5302,Level 2 Upper GI Procedures,37.0,41,6970.96707317073,1176.27853658536,932.458536585366
52713,450165,Methodist Hospital South,1905 Hwy 97 East,Jourdanton,TX,78026,TX - San Antonio,5302,Level 2 Upper GI Procedures,20.0,21,16377.5276190476,1204.48,959.67
52721,450176,Mission Regional Medical Center,900 South Bryan Road,Mission,TX,78572,TX - Mcallen,5302,Level 2 Upper GI Procedures,18.0,18,9671.83555555555,1157.9,922.55
52752,450184,Memorial Hermann Hospital System,1635  North Loop West,Houston,TX,77008,TX - Houston,5302,Level 2 Upper GI Procedures,220.0,252,18804.2778174603,1278.58988095238,1016.01797619047
52803,450193,Chi St Luke's Health Baylor College Of Medicine Me,6720 Bertner,Houston,TX,77030,TX - Houston,5302,Level 2 Upper GI Procedures,225.0,249,9382.47650602409,1263.44064257028,1002.42955823293
52843,450196,Paris Regional Medical Center,820 Clarksville St,Paris,TX,75460,TX - Dallas,5302,Level 2 Upper GI Procedures,39.0,49,8932.24061224489,1269.33306122448,1006.09653061224
52867,450200,Wadley Regional Medical Center,1000 Pine Street,Texarkana,TX,75501,AR - Texarkana,5302,Level 2 Upper GI Procedures,16.0,18,9896.34666666666,1137.84444444444,888.946111111111
