npi,np_last_orgname,np_entity_code,np_city,np_state,p_type,place_of_service,HCPCS,hcpcs_description,unique_beneficiary,bene_day_srvc_cnt,avg_medicare_allowed,avg_medicare_pymt,ZIP
1740260926,"STARK AMBULATORY SURGERY CENTER, LLC",O,CANTON,OH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,14,560.06,428.84214286,44718
1740260926,"STARK AMBULATORY SURGERY CENTER, LLC",O,CANTON,OH,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",13,18,560.06,438.37944444,44718
1740264274,"MAGNOLIA ENDOSCOPY CENTER, LLC",O,CORINTH,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",56,57,532.46,417.45,38834
1740264274,"MAGNOLIA ENDOSCOPY CENTER, LLC",O,CORINTH,MS,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,47,47,521.13106383,408.56787234,38834
1740277821,TRANSSOUTH HEALTH CARE PC,O,JACKSON,TN,Ambulatory Surgical Center,F,43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",16,16,518.9325,406.84625,38305
1740387257,ANNE ARUNDEL DIGESTIVE CENTER,O,PASADENA,MD,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,36,36,587.56444444,456.21833333,21122
1740387257,ANNE ARUNDEL DIGESTIVE CENTER,O,PASADENA,MD,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,18,595.84,467.14,21122
1740424944,"GASTRO CARE, LLC",O,SPRINGFIELD,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,13,568.0,443.79153846,45503
1750312435,CENTRAL ARIZONA ENDOSCOPY LLC,O,MESA,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,16,612.67,475.35125,85203
1750333746,NORTH PINELLAS SURGERY CENTER LLC,O,DUNDEIN,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,34,579.44,454.28,34698
1750333746,NORTH PINELLAS SURGERY CENTER LLC,O,DUNDEIN,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,21,579.44,454.28,34698
1750376836,ST. PETER'S AMBULATORY SURGERY CENTER LLC,O,ALBANY,NY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,77,554.28,434.25779221,12206
1750386256,"PALOUSE SURGERY CENTER, LLC",O,MOSCOW,ID,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,14,508.16928571,388.15642857,83843
1750456539,FLORIDA MEDICAL CLINIC PA,O,TAMPA,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,20,579.44,454.28,33613
1750456539,FLORIDA MEDICAL CLINIC PA,O,TAMPA,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,21,565.64380952,443.46380952,33613
1760418891,LITTLE ROCK DIAGNOSTIC CLINIC PA,O,LITTLE ROCK,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,108,127,550.54,430.92669291,72205
1760440515,"SIERRA ENDOSCOPY CENTER, INC.",O,GRASS VALLEY,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,119,128,700.27,547.7928125,95945
1760445928,"ARIZONA ENDOSCOPY CENTER, LLC",O,PHOENIX,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,37,604.39081081,447.43540541,85006
1760467732,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,O,GERMANTOWN,TN,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,19,31,553.29677419,406.1583871,38138
1760467732,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,O,GERMANTOWN,TN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,170,196,571.74,437.76367347,38138
1760467732,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,O,GERMANTOWN,TN,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",45,47,571.74,441.00829787,38138
1760467732,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,O,GERMANTOWN,TN,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",41,50,560.3052,428.065,38138
1760467732,G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,O,GERMANTOWN,TN,Ambulatory Surgical Center,F,43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",17,18,571.74,426.765,38138
1760491385,"ENDOSCOPY CENTER OF NORTHERN OHIO, LLC",O,BRUNSWICK,OH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",91,92,583.67,441.02217391,44212
1770551517,SOUTHERN MARYLAND ENDOSCOPY CENTER,O,CLINTON,MD,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,29,597.09517241,439.94931034,20735
1770551517,SOUTHERN MARYLAND ENDOSCOPY CENTER,O,CLINTON,MD,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,618.42,484.85,20735
1770557233,MESA AZ ENDOSCOPY ASC LLC,O,TEMPE,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,12,587.1425,460.32583333,85283
1770557233,MESA AZ ENDOSCOPY ASC LLC,O,TEMPE,AZ,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,612.67,480.34,85283
1770645905,SILVER SPRING MD ENDOSCOPY ASC LLC,O,SILVER SPRING,MD,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,618.42,471.65909091,20901
1770847717,"ENDOSCOPY CENTER OF HACKENSACK, LLC",O,HACKENSACK,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,23,696.4,539.66,07601
1780021188,"ENDOSCOPY CENTER OF NIAGARA, LLC",O,NIAGARA FALLS,NY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,18,623.93,470.15111111,14304
1780077719,"WINCHESTER ENDOSCOPY, LLC",O,LIBERTYVILLE,IL,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,16,18,602.48611111,405.04666667,60048
1780077719,"WINCHESTER ENDOSCOPY, LLC",O,LIBERTYVILLE,IL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,31,619.7,469.92967742,60048
1780683797,"LOVELAND ENDOSCOPY CENTER, LLC",O,LOVELAND,CO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,56,608.66357143,466.57803571,80537
1780683797,"LOVELAND ENDOSCOPY CENTER, LLC",O,LOVELAND,CO,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",22,22,619.73,479.33863636,80537
1780684043,"TUSCARAWAS AMBULATORY SURGERY CENTER, LLC",O,DOVER,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,14,555.31,434.43285714,44622
1780727636,"UNION SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",62,62,553.46887097,417.67129032,93301
1780727636,"UNION SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,43453,Dilation of esophagus,200,211,629.99507109,489.46777251,93301
1780727636,"UNION SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,98,100,583.0225,455.3979,93301
1780727636,"UNION SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,44366,Control of bleeding in small bowel using an endoscope,22,22,666.31,515.96318182,93301
1780747394,MORRIS AVENUE ENDOSCOPY LLC,O,KENILWORTH,NJ,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,641.45,476.34411765,07033
1780865634,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,O,MARRERO,LA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,553.79,434.17,70072
1780923128,MACOMB ENDOSCOPY CENTER PLC,O,MACOMB,MI,Ambulatory Surgical Center,F,43202,Biopsy of esophagus using an endoscope,15,15,571.15533333,444.14,48044
1780923128,MACOMB ENDOSCOPY CENTER PLC,O,MACOMB,MI,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",18,19,590.85,463.23,48044
1780923128,MACOMB ENDOSCOPY CENTER PLC,O,MACOMB,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,15,590.85,463.23,48044
1780923128,MACOMB ENDOSCOPY CENTER PLC,O,MACOMB,MI,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",56,58,590.85,443.17086207,48044
1790174274,"PARKSIDE SURGERY CENTER, LLC",O,CONROE,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,48,599.01,460.56208333,77304
1790742328,"SPRINGHILL SURGERY CENTER, LLC",O,NORTH LITTLE ROCK,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,64,541.9378125,413.285,72117
1790742328,"SPRINGHILL SURGERY CENTER, LLC",O,NORTH LITTLE ROCK,AR,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,19,550.54,424.06894737,72117
1790756237,BIRMINGHAM SURGERY CENTER,O,BIRMINGHAM,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,31,551.27,431.86709677,35209
1790772226,ATLANTICARE SURGERY CENTER CAPE MAY - L.L.C.,O,CAPE MAY COURT HOUSE,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,18,634.58,489.53888889,08210
1790842037,SOUTHWEST ENDOSCOPY CENTER,O,DURANGO,CO,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",35,36,608.62,468.34527778,81301
1790902617,"WEST WICHITA FAMILY PHYSICIANS, P.A.",O,WICHITA,KS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,24,554.67833333,434.8675,67212
1790924306,"CENTRAL ILLINOIS ENDOSCOPY CENTER, LLC",O,PEORIA,IL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,575.61,451.28,61606
1801334875,GEISINGER CLINIC,O,MONTOURSVILLE,PA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,60,60,564.02,442.2,17754
1801811443,PHYSICIANS OF WINTER HAVEN LLC,O,WINTER HAVEN,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,24,547.37,423.09208333,33884
1801811443,PHYSICIANS OF WINTER HAVEN LLC,O,WINTER HAVEN,FL,Ambulatory Surgical Center,F,44360,Examination of small bowel using an endoscope,70,70,544.90757143,423.21585714,33884
1801811443,PHYSICIANS OF WINTER HAVEN LLC,O,WINTER HAVEN,FL,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,15,15,547.37,429.14,33884
1801859970,"LOS GATOS SURGICAL CENTER, A CALIFORNIA LIMITED PARTNERSHIP",O,LOS GATOS,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,13,849.93,666.34,95032
1801869292,AMSURG NORTHERN KENTUCKY GI LLC,O,CRESTVIEW HILLS,KY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,31,589.88,451.14774194,41017
1801869847,"AESCULAPIAN SURGERY CENTER, LLC",O,SARASOTA,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,60,64,580.91125,450.20140625,34232
1801869847,"AESCULAPIAN SURGERY CENTER, LLC",O,SARASOTA,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,578.23428571,443.09071429,34232
1801892724,APPLE HILL SURGICAL CENTER PARTNERS,O,YORK,PA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,62,596.64903226,457.07451613,17403
1801899687,TRINITY SURGERY CENTER LLC,O,TRINITY,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,39,41,579.44,452.71878049,34655
1801949631,"THIBODAUX SURGERY CENTER, LLC",O,THIBODAUX,LA,Ambulatory Surgical Center,F,49436,Creation of abdominal cavity catheter exit site,11,11,521.45,371.65454545,70301
1801983556,TRESANTI SURGICAL CENTER LLC,O,SAN RAMON,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,23,848.72,665.4,94583
1811001860,"THE OUTPATIENT CENTER, LLC",O,BOYNTON BEACH,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,55,584.28,440.97145455,33435
1811001860,"THE OUTPATIENT CENTER, LLC",O,BOYNTON BEACH,FL,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,106,112,584.28,452.76160714,33435
1811052749,GDC ENDOSCOPY CENTER LLC,O,DULUTH,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,57,58,572.69568966,441.07706897,30097
1811052749,GDC ENDOSCOPY CENTER LLC,O,DULUTH,GA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,15,587.9,460.91,30097
1811080963,"EPC, LLC",O,CAMILLUS,NY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,25,605.46,454.3708,13031
1811437882,NBMC DAY SURGERY INC,O,COOS BAY,OR,Ambulatory Surgical Center,F,43202,Biopsy of esophagus using an endoscope,15,16,658.43,487.451875,97420
1811929300,COASTAL DIGESTIVE CARE CENTER LLC,O,NEW LONDON,CT,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,662.14,519.12,06320
1811933179,KALAMAZOO ENDO CENTER LLC,O,PORTAGE,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,16,592.22625,426.443125,49024
1811947062,WACO GASTROENTEROLOGY ENDOSCOPY CENTER LLC,O,WACO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,18,555.41,434.99,76712
1811947062,WACO GASTROENTEROLOGY ENDOSCOPY CENTER LLC,O,WACO,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",27,27,555.41,434.91037037,76712
1811962210,GREEN SPRING STATION ENDOSCOPY LLC,O,LUTHERVILLE,MD,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,72,76,595.84,465.25210526,21093
1821066515,MARION HEALTHCARE LLC,O,MARION,IL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,26,559.79,438.87,62959
1821066515,MARION HEALTHCARE LLC,O,MARION,IL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",30,30,559.79,438.799,62959
1821067554,OLD TOWN ENDOSCOPY CENTER LLC,O,DALLAS,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,74,79,593.84620253,447.28379747,75206
1821067554,OLD TOWN ENDOSCOPY CENTER LLC,O,DALLAS,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",12,13,576.38769231,451.88230769,75206
1821074485,"SURGERY CENTER OF FARMINGTON, L.L.C.",O,FARMINGTON,MO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,87,90,531.84566667,410.8730000000001,63640
1821074485,"SURGERY CENTER OF FARMINGTON, L.L.C.",O,FARMINGTON,MO,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,13,13,436.84846154,342.49,63640
1821092206,"SUTTER FAIRFIELD SURGERY CENTER, LLC",O,FAIRFIELD,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,33,835.42,650.0369697000001,94534
1821092206,"SUTTER FAIRFIELD SURGERY CENTER, LLC",O,FAIRFIELD,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",12,12,800.61083333,615.72416667,94534
1821101197,OLYMPIA MULTI-SPECIALTY CLINIC AMBULATORY PROCEDURES CNTR PLLC,O,OLYMPIA,WA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,27,660.74,509.53074074,98502
1821115700,"URBANA GI ENDOSCOPY CENTER, LLC",O,IJAMSVILLE,MD,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",116,117,594.62769231,464.73487179,21754
1821141441,"INLAND ENDOSCOPY CENTER, INC",O,REDLANDS,CA,Ambulatory Surgical Center,F,43453,Dilation of esophagus,44,44,137.18159091,107.55022727,92374
1821194754,"COASTAL SURGICAL SPECIALISTS, INC.",O,PISMO BEACH,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,22,705.8,553.35,93449
1821223827,"CHINA LAKE SURGERY CENTER, LLC",O,RIDGECREST,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,14,666.31,518.61857143,93555
1821279720,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,O,NEW ORLEANS,LA,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",24,24,542.25291667,425.125,70115
1821279720,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,O,NEW ORLEANS,LA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,395.56714286,310.12428571,70115
1821279720,NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,O,NEW ORLEANS,LA,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",79,80,553.79,421.30725,70115
1821285073,GLENDORA CA ENDOSCOPY ASC LP,O,GLENDORA,CA,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,11,12,691.32,523.13333333,91740
1821453796,MASON RIDGE AMBULATORY SURGERY CENTER LP,O,SAINT LOUIS,MO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,56,584.61,452.07232143,63141
1831117704,"MEDICAL HEIGHTS SURGERY CENTER, INC.",O,LEXINGTON,KY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,88,91,580.83098901,444.05593407,40509
1831122159,"SOUTH SHORE ENDOSCOPY CENTER, INC",O,BRAINTREE,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,22,702.43,550.7,02184
1831167329,THIBODAUX ENDOSCOPY LLC,O,THIBODAUX,LA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,112,114,521.45,398.61859649,70301
1831180272,ADVANCED ENDOSCOPY CENTER,O,CREVE COEUR,MO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,60,584.61,446.53133333,63141
1831195379,LARGO SURGERY LLC,O,LARGO,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,20,564.9540000000002,435.7495,33770
1831217231,THE ENDOSCOPY CENTER AT BAINBRIDGE LLC,O,CHAGRIN FALLS,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,24,583.67,442.52875,44023
1831238773,CORPUS CHRISTI ENDOSCOPY CENTER LLP,O,CORPUS CHRISTI,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,72,75,561.40226667,434.6036,78414
1831240928,"NEW GULF COAST SURGERY CENTER, LLC",O,OCEAN SPRINGS,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,40,42,517.40714286,386.15785714,39564
1831275775,NORTH JERSEY GASTROENTEROLOGY & ENDOSCOPY CENTER P.A.,O,WAYNE,NJ,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,23,27,696.4,545.98,07470
1831275775,NORTH JERSEY GASTROENTEROLOGY & ENDOSCOPY CENTER P.A.,O,WAYNE,NJ,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,13,13,669.61538462,524.85,07470
1831280536,EFFINGHAM SURGICAL PARTNERS LLC,O,EFFINGHAM,IL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,15,563.62,437.04466667,62401
1831287580,"CLINTON COUNTY OUTPATIENT SURGERY, INC.",O,WILMINGTON,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,31,555.31,434.28129032,45177
1831371749,"PRISTINE SURGERY CENTER, INC",O,FRESNO,CA,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",12,18,506.94611111,384.78111111,93720
1831371749,"PRISTINE SURGERY CENTER, INC",O,FRESNO,CA,Ambulatory Surgical Center,F,44377,Biopsy of small bowel using an endoscope,95,99,629.31,491.93080808,93720
1831428861,OAK TREE SURGICAL CENTER LLC,O,THOUSAND OAKS,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,696.82,518.27375,91360
1841251501,ST. AUGUSTINE ENDOSCOPY CENTER INC,O,ST AUGUSTINE,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,97,107,580.48,449.72663551,32086
1841286267,"SURGERY CENTER OF SOUTHERN OREGON, LLC",O,MEDFORD,OR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,25,642.94,496.8416,97504
1841295227,GRAND TETON SURGICAL CENTER LLC,O,IDAHO FALLS,ID,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,21,21,567.74285714,444.81190476,83404
1841295425,CROSS TIMBERS SURGERY CENTER,O,ARLINGTON,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,26,581.45884615,450.34346154,76012
1841295425,CROSS TIMBERS SURGERY CENTER,O,ARLINGTON,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",39,39,585.25923077,458.14076923,76012
1841316841,"PACIFIC ENDOSCOPY CENTER, LLC",O,PEARL CITY,HI,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",45,45,678.75,502.75288889,96782
1841316841,"PACIFIC ENDOSCOPY CENTER, LLC",O,PEARL CITY,HI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,22,678.75,513.105,96782
1841316841,"PACIFIC ENDOSCOPY CENTER, LLC",O,PEARL CITY,HI,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,555.34272727,435.38727273,96782
1841316841,"PACIFIC ENDOSCOPY CENTER, LLC",O,PEARL CITY,HI,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",72,73,678.75,504.4130137,96782
1841431376,"STATELINE SURGERY CENTER, LLC",O,GALENA,KS,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",32,32,521.361875,399.0871875,66739
1841431376,"STATELINE SURGERY CENTER, LLC",O,GALENA,KS,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",92,93,532.39311828,414.60064516,66739
1841626090,COLUMBUS ENDOSCOPY CENTER LLC,O,COLUMBUS,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,24,555.41,406.24166667,31904
1841626090,COLUMBUS ENDOSCOPY CENTER LLC,O,COLUMBUS,GA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",12,12,555.41,406.0825,31904
1851312771,"COLUMBUS ENDOSCOPY CENTER, INC",O,COLUMBUS,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,30,532.46,415.48033333,39705
1851312771,"COLUMBUS ENDOSCOPY CENTER, INC",O,COLUMBUS,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",29,31,532.46,405.90225806,39705
1851369284,"FREMONT AMBULATORY SURGERY CENTER, LP",O,FREMONT,CA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",32,32,822.1975,644.23125,94538
1851369284,"FREMONT AMBULATORY SURGERY CENTER, LP",O,FREMONT,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,808.3047619,633.71428571,94538
1851444079,"SOUTH MEADOWS ENDOSCOPY CENTER, LLC",O,RENO,NV,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,12,15,574.9540000000002,450.75666667,89521
1851444079,"SOUTH MEADOWS ENDOSCOPY CENTER, LLC",O,RENO,NV,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,571.90384615,448.36538462,89521
1851474365,"NORTHEAST ENDOSCOPY CENTER, LLC",O,LOWELL,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,46,50,639.29,495.5822,01851
1851474365,"NORTHEAST ENDOSCOPY CENTER, LLC",O,LOWELL,MA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,639.29,481.63809524,01851
1851548655,"CHARLOTTE GASTROENTEROLOGY & HEPATOLOGY, PLLC",O,CHARLOTTE,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,27,570.19,442.56,28207
1861405607,CEDAR PARK SURGERY CENTER LLP,O,CEDAR PARK,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,13,598.64,457.49692308,78613
1861497380,NORTHEAST NEBRASKA SURGERY CENTER LLC,O,NORFOLK,NE,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,529.67153846,394.83538462,68701
